"shapeid","x","y","gml_id","changeType","startDate","lastUpdate","entryDate","uprn","logicalSta","blpuState","blpuStateD","rpc","localCusto","country","addressbas","postcodeLo","multiOccCo","deliveryPo","delivery_1","delivery_2","udprn","buildingNu","thoroughfa","postTown","postcode","postcodeTy","delivery_3","processDat","landProper","landProp_1","landProp_2","lpiKey","landProp_3","paoStartNu","usrn","usrnMatchI","officialFl","applicatio","applicat_1","applicat_2","xRefKey","crossRefer","version","source","classifica","classifi_1","classifi_2","classKey","classifi_3","classSchem","schemeVers","buildingNa","paoStartSu","parentUPRN","subBuildin","saoText","saoStartNu","paoText","organisati","organisa_1","organisa_2","orgKey","organisa_3","endDate","landProp_4","applicat_3","classifi_4","organisa_4","dependentT","paoEndNumb","saoStartSu","dependentL","paoEndSuff","organisa_5","department","doubleDepe","saoEndNumb","poBoxNumbe"
"284","291571.23425070214","92248.0132539412","uk.addressbase.uprn.10024944123","I","2011-09-16","2016-02-10","2009-07-21","10024944123.0","1","NULL","NULL","1","7655","E","N","EX4 3AH","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2009-07-21)","(1:7655L101415155)","(1:1)","NULL","(1:14200866)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-03-18,2008-02-01,2005-09-16)","(4:7655X135455464,7655X900613553,7655X700613553,7655X600613553)","(4:E05003502,osgb5000000000739213,osgb1000012292069,osgb4000000025335888)","(3:13,6,3)","(4:7666OW,7666MA,7666MT,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2009-07-21)","(1:7655C000613553)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"285","291185.92819119315","92299.11736986201","uk.addressbase.uprn.10024944124","I","2011-09-16","2016-02-10","2007-11-22","10024944124.0","1","NULL","NULL","1","7655","E","N","EX4 1EE","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655L101415156)","(1:1)","NULL","(1:14200913)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2015-11-19,2006-03-18,2016-02-07,2005-09-16)","(4:7655X700613554,7655X900613554,7655X135455465,7655X600613554)","(4:osgb1000002062025605,osgb5000000000739215,E05003506,...)","(3:6,8,3)","(4:7666MT,7666MA,7666OW,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000613554)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"286","292183.14694954647","93947.76373276682","uk.addressbase.uprn.10024944128","I","2011-09-16","2016-02-10","2009-12-06","10024944128.0","1","NULL","NULL","1","7655","E","N","EX4 6TG","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2012-11-07)","(1:7655L101415160)","(1:1)","NULL","(1:14200784)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2001-11-11,2015-08-12,2016-02-07,2006-03-18)","(4:7655X700613558,7655X600613558,7655X135455469,7655X900613558)","(4:osgb1000012322488,osgb5000005159195758,E05003493,osgb5000000000739845)","(3:2,1,12)","(4:7666MT,7666MI,7666OW,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2009-12-06)","(1:7655C000613558)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"287","292342.9441127023","93855.95910882312","uk.addressbase.uprn.10024944130","I","2011-09-16","2016-02-10","2009-02-12","10024944130.0","1","NULL","NULL","1","7655","E","N","EX4 4PL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101415162)","(1:1)","NULL","(1:14200784)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-18,2016-02-07,2008-03-04,2011-12-04)","(4:7655X900613560,7655X135455471,7655X700613560,7655X600613560)","(4:osgb5000000000739849,E05003493,osgb1000012322511,osgb5000005101131089)","(3:19,5,2)","(4:7666MA,7666OW,7666MT,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2009-02-12)","(1:7655C000613560)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"288","292571.64821680513","93324.23793332843","uk.addressbase.uprn.10024944131","I","2011-09-16","2016-02-10","2007-11-22","10024944131.0","1","NULL","NULL","1","7655","E","N","EX4 6QW","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655L101415163)","(1:1)","NULL","(1:14202073)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-18,2016-02-07,2005-09-16,2006-03-15)","(4:7655X900613561,7655X135455472,7655X600613561,7655X700613561)","(4:osgb5000000000739852,E05003503,osgb4000000025321290,...)","(3:7,4,4)","(4:7666MA,7666OW,7666MI,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000613561)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"289","292886.550936238","93008.72394320925","uk.addressbase.uprn.10024944132","I","2011-09-16","2016-02-10","2011-09-01","10024944132.0","1","NULL","NULL","1","7655","E","N","EX1 2BW","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101415164)","(1:1)","NULL","(1:14201983)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2008-03-02,2006-03-18,2005-09-16,2016-02-07)","(4:7655X700613562,7655X900613562,7655X600613562,7655X135455473)","(4:osgb1000002062264399,osgb5000000000739854,osgb4000000025336238,...)","(3:5,14,3)","(4:7666MT,7666MA,7666MI,7666OW)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000613562)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"290","292670.9529184902","93139.63601414757","uk.addressbase.uprn.10024944134","I","2011-09-16","2016-02-10","2011-03-01","10024944134.0","1","NULL","NULL","1","7655","E","N","EX4 6RY","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-03-01)","(1:7655L101415166)","(1:1)","NULL","(1:14200695)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2006-03-18,2009-07-22,2016-02-07,2005-09-16)","(4:7655X900613564,7655X700613564,7655X135455475,7655X600613564)","(4:osgb5000000000739857,osgb1000012322979,E05003497,osgb4000000025306120)","(3:29,6,3)","(4:7666MA,7666MT,7666OW,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-03-01)","(1:7655C000613564)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION AT 120D SIDWELL STREET.)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"291","292682.35258333624","93461.74495382846","uk.addressbase.uprn.10024944135","I","2011-09-16","2016-02-10","2007-11-22","10024944135.0","1","NULL","NULL","1","7655","E","N","EX4 6PT","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655L101415167)","(1:1)","NULL","(1:14200901)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2005-09-16,2016-02-07,2006-03-15,2006-03-18)","(4:7655X600613565,7655X135455476,7655X700613565,7655X900613565)","(4:osgb4000000025321320,E05003503,osgb1000002062264629,...)","(3:4,4,9)","(4:7666MI,7666OW,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000613565)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 14M FROM 48 WELL STREET. ON WELL STREET)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"292","290177.42039549735","92127.41592760899","uk.addressbase.uprn.10024945106","I","2011-09-16","2016-02-10","2009-02-12","10024945106.0","1","NULL","NULL","1","7655","E","N","EX4 1RL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2009-02-12)","(1:7655L101416131)","(1:1)","NULL","(1:14202758)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2003-03-30,2016-02-07,2006-03-18,2008-12-20)","(4:7655X700627758,7655X135459797,7655X900627758,7655X600627758)","(4:osgb1000000347759268,E05003492,osgb5000000000738581,...)","(3:2,10,5)","(4:7666MT,7666OW,7666MA,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2009-02-12)","(1:7655C000627758)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION AT 13 HIGH MEADOWS.)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"293","290024.1182810858","93726.1585360115","uk.addressbase.uprn.10024945107","I","2011-09-16","2016-02-10","2007-11-22","10024945107.0","1","NULL","NULL","1","7655","E","N","EX4 2NL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655L101416132)","(1:1)","NULL","(1:14200387)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2005-09-16,2006-03-18,2016-02-07,2001-11-11)","(4:7655X600627759,7655X900627759,7655X135459798,7655X700627759)","(4:osgb4000000025320985,osgb5000000000738582,E05003494,osgb1000012257742)","(3:4,7,2)","(4:7666MI,7666MA,7666OW,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000627759)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"294","290496.823716616","93779.75534322241","uk.addressbase.uprn.10024945108","I","2011-09-16","2016-02-10","2007-11-22","10024945108.0","1","NULL","NULL","1","7655","E","N","EX4 2LP","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655L101416133)","(1:1)","NULL","(1:14200355)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2001-11-11,2006-03-18,2005-09-16)","(4:7655X135459799,7655X700627760,7655X900627760,7655X600627760)","(4:E05003494,osgb1000012257764,osgb5000000000738583,osgb4000000025305997)","(3:2,6,4)","(4:7666OW,7666MT,7666MA,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000627760)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"295","290510.82592473895","93031.73207870513","uk.addressbase.uprn.10024945109","I","2011-09-16","2016-02-10","2007-11-22","10024945109.0","1","NULL","NULL","1","7655","E","N","EX4 2DJ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655L101416134)","(1:1)","NULL","(1:14200935)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2003-03-30,2005-09-16,2016-02-07,2006-03-18)","(4:7655X700627761,7655X600627761,7655X135459800,7655X900627761)","(4:osgb1000000347778566,osgb4000000025305994,E05003494,...)","(3:2,3,8)","(4:7666MT,7666MI,7666OW,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000627761)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"296","290797.6231659503","93010.3363631829","uk.addressbase.uprn.10024945110","I","2011-09-16","2016-02-10","2011-09-01","10024945110.0","1","NULL","NULL","1","7655","E","N","EX4 2BA","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101416135)","(1:1)","NULL","(1:14200760)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2005-09-17,2015-11-19,2006-03-18)","(4:7655X135459801,7655X600627762,7655X700627762,7655X900627762)","(4:E05003494,osgb4000000025345941,osgb5000005167324573,...)","(3:3,1,18)","(4:7666OW,7666MI,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000627762)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"297","291131.1282145632","93902.25986644818","uk.addressbase.uprn.10024945125","I","2011-09-16","2016-02-10","2009-12-06","10024945125.0","1","NULL","NULL","1","7655","E","N","EX4 5AD","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2009-12-06)","(1:7655L101416150)","(1:1)","NULL","(1:14201294)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2008-03-04,2008-05-21,2016-02-07,2006-03-18)","(4:7655X700627777,7655X600627777,7655X135459815,7655X900627777)","(4:osgb1000002070821069,osgb4000000025288020,E05003493,...)","(3:1,6,15)","(4:7666MT,7666MI,7666OW,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2009-12-06)","(1:7655C000627777)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"298","291822.6359305163","93305.74324457889","uk.addressbase.uprn.10024945126","I","2011-09-16","2016-02-10","2010-04-25","10024945126.0","1","NULL","NULL","1","7655","E","N","EX4 4LP","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2010-04-25)","(1:7655L101416151)","(1:1)","NULL","(1:14200418)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2006-03-18,2008-11-07,2016-02-07,2010-03-01)","(4:7655X900627778,7655X600627778,7655X135459816,7655X700627778)","(4:osgb5000000000739223,osgb4000000025321019,E05003503,...)","(3:18,6,6)","(4:7666MA,7666MI,7666OW,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-04-25)","(1:7655C000627778)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"299","291195.0324422619","94545.47599430365","uk.addressbase.uprn.10024945130","I","2011-09-16","2016-02-10","2010-02-24","10024945130.0","1","NULL","NULL","1","7655","E","N","EX4 4RG","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2010-02-24)","(1:7655L101416155)","(1:1)","NULL","(1:14200498)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2015-08-12,2006-03-18,2008-05-14)","(4:7655X135459820,7655X600627782,7655X900627782,7655X700627782)","(4:E05003493,osgb4000000025321416,osgb5000000000739230,...)","(3:8,16,4)","(4:7666OW,7666MI,7666MA,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-02-24)","(1:7655C000627782)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300","291455.53697112703","92437.01557920215","uk.addressbase.uprn.10024946261","I","2011-09-16","2016-02-10","2010-02-24","10024946261.0","1","NULL","NULL","1","7655","E","N","EX4 3BZ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2010-02-24)","(1:7655L101417304)","(1:1)","NULL","(1:14200086)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-03-15,2010-01-16,2006-03-18)","(4:7655X135464275,7655X700613786,7655X600613786,7655X900613786)","(4:E05003502,osgb1000002070549964,osgb4000000025305981,...)","(3:3,6,12)","(4:7666OW,7666MT,7666MI,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-02-24)","(1:7655C000613786)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION AT 24 PRINCESS ALEXANDRA COURT BONHAY ROAD.)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"301","292882.25413217733","93202.13782705835","uk.addressbase.uprn.10024950380","I","2011-09-16","2016-02-10","2007-11-22","10024950380.0","1","NULL","NULL","1","7655","E","N","EX1 2HJ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655L101421489)","(1:1)","NULL","(1:14200352)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2005-09-16,2016-02-07,2006-03-18,2006-03-15)","(4:7655X600614031,7655X135480604,7655X900614031,7655X700614031)","(4:osgb4000000025306119,E05003497,osgb5000000000740088,osgb1000012323790)","(3:3,8,5)","(4:7666MI,7666OW,7666MA,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000614031)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"302","292910.25568226434","94231.96657340383","uk.addressbase.uprn.10024950384","I","2011-09-16","2016-02-10","2009-02-12","10024950384.0","1","NULL","NULL","1","7655","E","N","EX4 6EY","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2009-02-12)","(1:7655L101421493)","(1:1)","NULL","(1:14200828)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2003-03-30,2016-02-07,2005-09-16,2006-03-18)","(4:7655X700614035,7655X135480607,7655X600614035,7655X900614035)","(4:osgb1000002062283604,E05003498,osgb4000000025306211,...)","(3:2,4,11)","(4:7666MT,7666OW,7666MI,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2009-02-12)","(1:7655C000614035)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 3M FROM 60 SYLVAN ROAD. 18M FROM SYLVAN ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"303","292721.95166001597","94395.5681177782","uk.addressbase.uprn.10024950385","I","2011-09-16","2016-02-10","2009-12-06","10024950385.0","1","NULL","NULL","1","7655","E","N","EX4 6DX","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2009-12-06)","(1:7655L101421494)","(1:1)","NULL","(1:14201311)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2003-03-30,2006-07-21,2016-02-07,2006-03-18)","(4:7655X700614036,7655X600614036,7655X135480608,7655X900614036)","(4:osgb1000002062283654,osgb4000000025321454,E05003498,...)","(3:2,5,14)","(4:7666MT,7666MI,7666OW,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2009-12-06)","(1:7655C000614036)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"304","294376.18256416614","90661.78708741325","uk.addressbase.uprn.10024950398","I","2011-09-16","2016-02-10","2011-07-29","10024950398.0","1","NULL","NULL","1","7655","E","N","EX2 6NW","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-07-29)","(1:7655L101421507)","(1:1)","NULL","(1:14200079)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2014-03-25,2016-02-07,2006-03-18,2003-03-30)","(4:7655X600614049,7655X135480621,7655X900614049,7655X700614049)","(4:osgb4000000025305707,E05003507,osgb5000000000740738,osgb1000012358499)","(3:6,13,3)","(4:7666MI,7666OW,7666MA,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-07-29)","(1:7655C000614049)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"305","294635.984152428","91929.9055906418","uk.addressbase.uprn.10024950399","I","2011-09-16","2016-02-10","2007-11-22","10024950399.0","1","NULL","NULL","1","7655","E","N","EX2 5LA","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655L101421508)","(1:1)","NULL","(1:14200709)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2005-11-15,2006-03-18,2015-07-23,2016-02-07)","(4:7655X700614050,7655X900614050,7655X600614050,7655X135480622)","(4:osgb1000002062544227,osgb5000000000740743,osgb4000000025306286,...)","(3:4,8,8)","(4:7666MT,7666MA,7666MI,7666OW)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000614050)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
