"shapeid","x","y","gml_id","changeType","startDate","lastUpdate","entryDate","uprn","logicalSta","blpuState","blpuStateD","rpc","localCusto","country","addressbas","postcodeLo","multiOccCo","deliveryPo","delivery_1","delivery_2","udprn","buildingNu","thoroughfa","postTown","postcode","postcodeTy","delivery_3","processDat","landProper","landProp_1","landProp_2","lpiKey","landProp_3","paoStartNu","usrn","usrnMatchI","officialFl","applicatio","applicat_1","applicat_2","xRefKey","crossRefer","version","source","classifica","classifi_1","classifi_2","classKey","classifi_3","classSchem","schemeVers","buildingNa","paoStartSu","parentUPRN","subBuildin","saoText","saoStartNu","paoText","organisati","organisa_1","organisa_2","orgKey","organisa_3","endDate","landProp_4","applicat_3","classifi_4","organisa_4","dependentT","paoEndNumb","saoStartSu","dependentL","paoEndSuff","organisa_5","department","doubleDepe","saoEndNumb","poBoxNumbe"
"82","291941.93919487455","91607.00426624424","uk.addressbase.uprn.10024665614","I","2011-09-16","2016-02-10","2010-09-16","10024665614.0","1","NULL","NULL","1","7655","E","N","EX2 8EH","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2010-09-16)","(1:7655L101170245)","(1:1)","NULL","(1:14200893)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-18,2016-02-07,2008-08-16,2008-01-30)","(4:7655X900389273,7655X134368744,7655X600389273,7655X700389273)","(4:osgb5000000000052815,E05003491,osgb4000000025335802,...)","(3:15,4,3)","(4:7666MA,7666OW,7666MI,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-09-16)","(1:7655C000389273)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 2M FROM 12 WILLEYS AVENUE. 6M FROM WATER LANE)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"83","291907.44185008685","91613.00253498746","uk.addressbase.uprn.10024665615","I","2011-09-16","2016-02-10","2011-09-01","10024665615.0","1","NULL","NULL","1","7655","E","N","EX2 8EH","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101170246)","(1:1)","NULL","(1:14202863)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2006-03-18,2015-07-23,2015-07-23,2016-02-07)","(4:7655X900389274,7655X700389274,7655X600389274,7655X134368745)","(4:osgb5000000000052817,osgb1000000347977895,osgb5000005157730317,...)","(3:13,3,1)","(4:7666MA,7666MT,7666MI,7666OW)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000389274)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"84","291189.33173780143","91540.99907636523","uk.addressbase.uprn.10024665616","I","2011-09-16","2016-02-10","2010-09-29","10024665616.0","1","NULL","NULL","1","7655","E","N","EX2 9AY","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2010-09-29)","(1:7655L101170247)","(1:1)","NULL","(1:14200300)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2005-09-16,2008-01-30,2006-03-18)","(4:7655X134368746,7655X600389275,7655X700389275,7655X900389275)","(4:E05003506,osgb4000000025335770,osgb1000012288409,osgb5000000000052819)","(3:3,4,13)","(4:7666OW,7666MI,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-09-29)","(1:7655C000389275)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 5M FROM 36 RICES MEWS. 7M FROM FERNDALE ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"85","291781.8450206026","90490.58765139786","uk.addressbase.uprn.10024665617","I","2011-09-16","2016-02-10","2008-10-06","10024665617.0","1","NULL","NULL","1","7655","E","N","EX2 8SL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-10-06)","(1:7655L101170248)","(1:1)","NULL","(1:14200223)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2006-03-18,2006-03-17,2016-02-07,2008-08-16)","(4:7655X900389276,7655X700389276,7655X134368747,7655X600389276)","(4:osgb5000000000052824,osgb1000000347967806,E05003491,...)","(3:8,3,1)","(4:7666MA,7666MT,7666OW,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-10-06)","(1:7655C000389276)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 1M FROM 23 CROSS VIEW. 11M FROM CROSS VIEW)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"86","291713.4441257098","90168.78307499338","uk.addressbase.uprn.10024665618","I","2011-09-16","2016-02-10","2007-11-22","10024665618.0","1","NULL","NULL","1","7655","E","N","EX2 8TB","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655L101170249)","(1:1)","NULL","(1:14200146)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-11-15,2006-03-17,2006-03-18)","(4:7655X134368748,7655X600389277,7655X700389277,7655X900389277)","(4:E05003491,osgb4000000025305648,osgb1000000347967689,...)","(3:6,3,9)","(4:7666OW,7666MI,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000389277)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 1M FROM 5 CHAPEL ROAD. 8M FROM CHAPEL ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"87","291378.8423757249","90157.77801332276","uk.addressbase.uprn.10024665619","I","2011-09-16","2016-02-10","2009-02-12","10024665619.0","1","NULL","NULL","1","7655","E","N","EX2 8RQ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2009-02-12)","(1:7655L101170250)","(1:1)","NULL","(1:14201460)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-18,2016-02-07,2005-09-16,2015-11-19)","(4:7655X900389278,7655X134368749,7655X600389278,7655X700389278)","(4:osgb5000000000052828,E05003491,osgb4000000025335294,...)","(3:10,3,1)","(4:7666MA,7666OW,7666MI,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2009-02-12)","(1:7655C000389278)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"88","291889.736710014","91817.29700351314","uk.addressbase.uprn.10024665620","I","2011-09-16","2016-02-10","2011-09-01","10024665620.0","1","NULL","NULL","1","7655","E","N","EX2 8BY","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101170251)","(1:1)","NULL","(1:14200893)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2015-07-23,2008-01-30,2006-03-18,2016-02-07)","(4:7655X600389279,7655X700389279,7655X900389279,7655X134368750)","(4:osgb5000005157730294,osgb1000000347978358,osgb5000000000052830,...)","(3:1,3,18)","(4:7666MI,7666MT,7666MA,7666OW)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000389279)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"89","291698.0393371881","91701.19720746789","uk.addressbase.uprn.10024665621","I","2011-09-16","2016-02-10","2008-12-18","10024665621.0","1","NULL","NULL","1","7655","E","N","EX2 8EZ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655L101170252)","(1:1)","NULL","(1:14201657)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2015-07-23,2006-03-18,2008-01-30)","(4:7655X134368751,7655X600389280,7655X900389280,7655X700389280)","(4:E05003491,osgb5000005157730330,osgb5000000000052833,osgb1000012286160)","(3:1,16,4)","(4:7666OW,7666MI,7666MA,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655C000389280)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"90","293209.0558233147","93632.14680871545","uk.addressbase.uprn.10024665654","I","2011-09-16","2016-02-10","2010-04-25","10024665654.0","1","NULL","NULL","1","7655","E","N","EX4 7AE","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2010-04-25)","(1:7655L101170285)","(1:1)","NULL","(1:14202538)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-02-17,2016-02-07,2010-02-18,2006-03-18)","(4:7655X700389313,7655X134368784,7655X600389313,7655X900389313)","(4:osgb1000002062437382,E05003500,osgb4000000025424917,...)","(3:4,6,13)","(4:7666MT,7666OW,7666MI,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-04-25)","(1:7655C000389313)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION AT 81A MOUNT PLEASANT ROAD.)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"91","294448.4786678087","91964.50793382616","uk.addressbase.uprn.10024665744","I","2011-09-16","2016-02-10","2008-04-21","10024665744.0","1","NULL","NULL","1","7655","E","N","EX2 5JQ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655L101170375)","(1:1)","NULL","(1:14200645)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2006-03-18,2006-03-17,2016-02-07,2006-03-09)","(4:7655X900391293,7655X700391293,7655X134369551,7655X600391293)","(4:osgb5000000000057915,osgb1000012360823,E05003501,osgb4000000025321157)","(3:8,4,7)","(4:7666MA,7666MT,7666OW,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655C000391293)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"92","290235.2227753667","91800.61475314983","uk.addressbase.uprn.10024666644","I","2011-09-16","2016-02-10","2008-04-21","10024666644.0","1","NULL","NULL","1","7655","E","N","EX4 1NE","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655L101171819)","(1:1)","NULL","(1:14200073)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2005-09-16,2006-03-18,2005-08-18)","(4:7655X134373777,7655X600405409,7655X900405409,7655X700405409)","(4:E05003492,osgb4000000025320833,osgb5000000000052210,...)","(3:3,9,2)","(4:7666OW,7666MI,7666MA,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655C000405409)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"93","291275.23045641015","91842.40995414092","uk.addressbase.uprn.10024666656","I","2011-09-16","2016-02-10","2010-04-25","10024666656.0","1","NULL","NULL","1","7655","E","N","EX2 9AX","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101171831)","(1:1)","NULL","(1:14202708)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-18,2016-02-07,2010-02-18,2015-07-16)","(4:7655X900405421,7655X134373789,7655X600405421,7655X700405421)","(4:osgb5000000000052839,E05003506,osgb4000000025447544,...)","(3:14,3,1)","(4:7666MA,7666OW,7666MI,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-04-25)","(1:7655C000405421)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATIONS 8M FROM 4 CHURCH ROAD. 1M FROM CHURCH LANE)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"94","291445.33683317434","91939.5095329223","uk.addressbase.uprn.10024666657","I","2011-09-16","2016-02-10","2011-09-01","10024666657.0","1","NULL","NULL","1","7655","E","N","EX4 1AJ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101171832)","(1:1)","NULL","(1:14200799)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2005-09-17,2006-03-18,2016-02-07,2008-01-30)","(4:7655X600405422,7655X900405422,7655X134373790,7655X700405422)","(4:osgb4000000025345857,osgb5000000000052840,E05003506,...)","(3:3,53,4)","(4:7666MI,7666MA,7666OW,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000405422)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"95","291761.5374887811","91233.78937012548","uk.addressbase.uprn.10024666658","I","2011-09-16","2016-02-10","2008-04-21","10024666658.0","1","NULL","NULL","1","7655","E","N","EX2 8JR","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655L101171833)","(1:1)","NULL","(1:14200262)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-17,2016-02-07,2006-03-09,2006-03-18)","(4:7655X700405423,7655X134373791,7655X600405423,7655X900405423)","(4:osgb1000012288485,E05003491,osgb4000000025320402,osgb5000000000052844)","(3:4,8,9)","(4:7666MT,7666OW,7666MI,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655C000405423)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"96","291093.03062940156","91006.48767537673","uk.addressbase.uprn.10024666660","I","2011-09-16","2016-02-10","2008-04-21","10024666660.0","1","NULL","NULL","1","7655","E","N","EX2 9JL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101171835)","(1:1)","NULL","(1:14200584)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-03-17,2005-09-16,2006-03-18)","(4:7655X134373792,7655X700405425,7655X600405425,7655X900405425)","(4:E05003491,osgb1000000347999820,osgb4000000025320388,...)","(3:3,3,9)","(4:7666OW,7666MT,7666MI,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655C000405425)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"97","291068.9333383155","93533.15461075472","uk.addressbase.uprn.10024666665","I","2011-09-16","2016-02-10","2010-01-16","10024666665.0","1","NULL","NULL","1","7655","E","N","EX4 4AP","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2010-01-16)","(1:7655L101171840)","(1:1)","NULL","(1:14200613)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2005-10-07,2016-02-07,2008-01-30,2006-03-18)","(4:7655X600405430,7655X134373794,7655X700405430,7655X900405430)","(4:osgb4000000025295468,E05003502,osgb1000002062031513,...)","(3:4,4,14)","(4:7666MI,7666OW,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-01-16)","(1:7655C000405430)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"98","292086.248714567","91051.99529913382","uk.addressbase.uprn.10024666669","I","2011-09-16","2016-02-10","2011-09-01","10024666669.0","1","NULL","NULL","1","7655","E","N","EX2 8NU","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101171844)","(1:1)","NULL","(1:14200530)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2006-03-18,2008-08-16,2005-11-16,2016-02-07)","(4:7655X900405434,7655X600405434,7655X700405434,7655X134373797)","(4:osgb5000000000053475,osgb4000000025320459,osgb1000002062215592,...)","(3:17,4,3)","(4:7666MA,7666MI,7666MT,7666OW)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000405434)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION AT KITCHENWORLD, 20 MARSH BARTON ROAD.)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
